"X1","Year","URL"
"10",1949,"boxscores/194910080phi.htm"
"10",1949,"boxscores/194910090was.htm"
"10",1949,"boxscores/194910090chi.htm"
"10",1949,"boxscores/194910160det.htm"
"10",1949,"boxscores/194910160nyg.htm"
"10",1949,"boxscores/194910160chi.htm"
"10",1949,"boxscores/194910160was.htm"
"10",1949,"boxscores/194910160gnb.htm"
"10",1949,"boxscores/194910230nyg.htm"
"10",1949,"boxscores/194910230crd.htm"
"10",1949,"boxscores/194910230ram.htm"
"10",1949,"boxscores/194910230pit.htm"
"10",1949,"boxscores/194910230phi.htm"
"10",1949,"boxscores/194910300nyy.htm"
"10",1949,"boxscores/194910300pit.htm"
"10",1949,"boxscores/194910300crd.htm"
"10",1949,"boxscores/194910300gnb.htm"
"10",1949,"boxscores/194910300ram.htm"
"10",1949,"boxscores/194911060phi.htm"
"10",1949,"boxscores/194911060was.htm"
"10",1949,"boxscores/194911060nyg.htm"
"10",1949,"boxscores/194911060chi.htm"
"10",1949,"boxscores/194911060det.htm"
"10",1949,"boxscores/194911130nyy.htm"
"10",1949,"boxscores/194911130chi.htm"
"10",1949,"boxscores/194911130gnb.htm"
"10",1949,"boxscores/194911130was.htm"
"10",1949,"boxscores/194911130pit.htm"
"10",1949,"boxscores/194911200crd.htm"
"10",1949,"boxscores/194911200gnb.htm"
"10",1949,"boxscores/194911200phi.htm"
"10",1949,"boxscores/194911200nyg.htm"
"10",1949,"boxscores/194911200was.htm"
"10",1949,"boxscores/194911240det.htm"
"10",1949,"boxscores/194911270nyg.htm"
"10",1949,"boxscores/194911270phi.htm"
"10",1949,"boxscores/194911270ram.htm"
"10",1949,"boxscores/194911270crd.htm"
"10",1949,"boxscores/194912040chi.htm"
"10",1949,"boxscores/194912040nyg.htm"
"10",1949,"boxscores/194912040det.htm"
"10",1949,"boxscores/194912040was.htm"
"10",1949,"boxscores/194912040ram.htm"
"10",1949,"boxscores/194912110chi.htm"
"10",1949,"boxscores/194912110det.htm"
"10",1949,"boxscores/194912110phi.htm"
"10",1949,"boxscores/194912110nyy.htm"
"10",1949,"boxscores/194912110ram.htm"
"10",1949,"boxscores/194912180ram.htm"
"11",1950,"boxscores/195009160phi.htm"
"11",1950,"boxscores/195009170ram.htm"
"11",1950,"boxscores/195009170gnb.htm"
"11",1950,"boxscores/195009170pit.htm"
"11",1950,"boxscores/195009170sfo.htm"
"11",1950,"boxscores/195009170bcl.htm"
"11",1950,"boxscores/195009220ram.htm"
"11",1950,"boxscores/195009240crd.htm"
"11",1950,"boxscores/195009240gnb.htm"
"11",1950,"boxscores/195009240det.htm"
"11",1950,"boxscores/195009240bcl.htm"
"11",1950,"boxscores/195009240sfo.htm"
"11",1950,"boxscores/195009290nyy.htm"
"11",1950,"boxscores/195010010sfo.htm"
"11",1950,"boxscores/195010010was.htm"
"11",1950,"boxscores/195010010cle.htm"
"11",1950,"boxscores/195010010gnb.htm"
"11",1950,"boxscores/195010020crd.htm"
"11",1950,"boxscores/195010070phi.htm"
"11",1950,"boxscores/195010070pit.htm"
"11",1950,"boxscores/195010080was.htm"
"11",1950,"boxscores/195010080chi.htm"
"11",1950,"boxscores/195010080gnb.htm"
"11",1950,"boxscores/195010080det.htm"
"11",1950,"boxscores/195010120nyy.htm"
"11",1950,"boxscores/195010150nyg.htm"
"11",1950,"boxscores/195010150bcl.htm"
"11",1950,"boxscores/195010150cle.htm"
"11",1950,"boxscores/195010150chi.htm"
"11",1950,"boxscores/195010150det.htm"
"11",1950,"boxscores/195010190nyy.htm"
"11",1950,"boxscores/195010220pit.htm"
"11",1950,"boxscores/195010220ram.htm"
"11",1950,"boxscores/195010220was.htm"
"11",1950,"boxscores/195010220sfo.htm"
"11",1950,"boxscores/195010220nyg.htm"
"11",1950,"boxscores/195010290nyy.htm"
"11",1950,"boxscores/195010290sfo.htm"
"11",1950,"boxscores/195010290phi.htm"
"11",1950,"boxscores/195010290crd.htm"
"11",1950,"boxscores/195010290ram.htm"
"11",1950,"boxscores/195010290cle.htm"
"11",1950,"boxscores/195011050nyg.htm"
"11",1950,"boxscores/195011050phi.htm"
"11",1950,"boxscores/195011050bcl.htm"
"11",1950,"boxscores/195011050det.htm"
"11",1950,"boxscores/195011050ram.htm"
"11",1950,"boxscores/195011050crd.htm"
"11",1950,"boxscores/195011120nyg.htm"
"11",1950,"boxscores/195011120chi.htm"
"11",1950,"boxscores/195011120was.htm"
"11",1950,"boxscores/195011120gnb.htm"
"11",1950,"boxscores/195011120pit.htm"
"11",1950,"boxscores/195011120cle.htm"
"11",1950,"boxscores/195011190chi.htm"
"11",1950,"boxscores/195011190nyy.htm"
"11",1950,"boxscores/195011190bcl.htm"
"11",1950,"boxscores/195011190det.htm"
"11",1950,"boxscores/195011190phi.htm"
"11",1950,"boxscores/195011190cle.htm"
"11",1950,"boxscores/195011230det.htm"
"11",1950,"boxscores/195011230crd.htm"
"11",1950,"boxscores/195011260gnb.htm"
"11",1950,"boxscores/195011260chi.htm"
"11",1950,"boxscores/195011260nyg.htm"
"11",1950,"boxscores/195011260was.htm"
"11",1950,"boxscores/195012030pit.htm"
"11",1950,"boxscores/195012030cle.htm"
"11",1950,"boxscores/195012030nyg.htm"
"11",1950,"boxscores/195012030bcl.htm"
"11",1950,"boxscores/195012030crd.htm"
"11",1950,"boxscores/195012030ram.htm"
"11",1950,"boxscores/195012100phi.htm"
"11",1950,"boxscores/195012100sfo.htm"
"11",1950,"boxscores/195012100chi.htm"
"11",1950,"boxscores/195012100pit.htm"
"11",1950,"boxscores/195012100was.htm"
"11",1950,"boxscores/195012100nyy.htm"
"11",1950,"boxscores/195012170ram.htm"
